"","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"2879","G17003108051055","170318051055","40","3"
"2880","G17003108051061","170318051061","79","8"
"2881","G17003108051062","170318051062","25","2"
"2882","G17003108051071","170318051071","67","6"
"2883","G17003108051072","170318051072","67","6"
"2884","G17003108051073","170318051073","67","6"
"2885","G17003108051074","170318051074","67","6"
"2886","G17003108051075","170318051075","67","6"
"2887","G17003108051081","170318051081","50","4"
"2888","G17003108051082","170318051082","46","4"
"2889","G17003108051083","170318051083","47","4"
"2890","G17003108051084","170318051084","48","4"
"2891","G17003108051091","170318051091","25","2"
"2892","G17003108051092","170318051092","32","2"
"2893","G17003108051093","170318051093","32","2"
"2894","G17003108051101","170318051101","46","4"
"2895","G17003108051102","170318051102","36","3"
"2896","G17003108051103","170318051103","34","2"
"2897","G17003108051104","170318051104","39","3"
"2898","G17003108051111","170318051111","45","4"
"2899","G17003108051112","170318051112","55","5"
"2900","G17003108051113","170318051113","54","5"
"2901","G17003108051114","170318051114","53","5"
"2902","G17003108051115","170318051115","56","5"
"2903","G17003108051116","170318051116","57","5"
"2904","G17003108051121","170318051121","49","4"
"2905","G17003108051122","170318051122","37","3"
"2906","G17003108052011","170318052011","27","2"
"2907","G17003108052012","170318052012","29","2"
"2908","G17003108052013","170318052013","29","2"
"2909","G17003108052021","170318052021","23","2"
"2910","G17003108052022","170318052022","16","1"
"2911","G17003108052023","170318052023","29","2"
"2912","G17003108052024","170318052024","30","2"
"2913","G17003108053011","170318053011","30","2"
"2914","G17003108053012","170318053012","23","2"
"2915","G17003108053013","170318053013","38","3"
"2916","G17003108053021","170318053021","28","2"
"2917","G17003108053022","170318053022","35","3"
"2918","G17003108053023","170318053023","35","3"
"2919","G17003108054011","170318054011","31","2"
"2920","G17003108054012","170318054012","29","2"
"2921","G17003108054013","170318054013","28","2"
"2922","G17003108054021","170318054021","35","3"
"2923","G17003108054022","170318054022","35","3"
"2924","G17003108054023","170318054023","37","3"
"2925","G17003108054024","170318054024","33","2"
"2926","G17003108054025","170318054025","30","2"
"2927","G17003108055011","170318055011","14","1"
"2928","G17003108055012","170318055012","30","2"
"2929","G17003108055013","170318055013","17","1"
"2930","G17003108055021","170318055021","10","1"
"2931","G17003108055022","170318055022","8","1"
"2932","G17003108055023","170318055023","11","1"
"2933","G17003108055024","170318055024","16","1"
"2934","G17003108056001","170318056001","11","1"
"2935","G17003108056002","170318056002","11","1"
"2936","G17003108056003","170318056003","10","1"
"2937","G17003108056004","170318056004","11","1"
"2938","G17003108057011","170318057011","14","1"
"2939","G17003108057012","170318057012","18","1"
"2940","G17003108057013","170318057013","8","1"
"2941","G17003108057014","170318057014","54","5"
"2942","G17003108057015","170318057015","10","1"
"2943","G17003108057021","170318057021","17","1"
"2944","G17003108057022","170318057022","19","1"
"2945","G17003108058011","170318058011","24","2"
"2946","G17003108058012","170318058012","26","2"
"2947","G17003108058013","170318058013","25","2"
"2948","G17003108058021","170318058021","27","2"
"2949","G17003108058022","170318058022","20","1"
"2950","G17003108058023","170318058023","21","1"
"2951","G17003108058024","170318058024","20","1"
"2952","G17003108058025","170318058025","25","2"
"2953","G17003108059011","170318059011","31","2"
"2954","G17003108059012","170318059012","56","5"
"2955","G17003108059013","170318059013","30","2"
"2956","G17003108059021","170318059021","32","2"
"2957","G17003108059022","170318059022","18","1"
"2958","G17003108059023","170318059023","12","1"
"2959","G17003108059024","170318059024","15","1"
"2960","G17003108059025","170318059025","16","1"
"2961","G17003108059026","170318059026","17","1"
"2962","G17003108060011","170318060011","69","7"
"2963","G17003108060012","170318060012","69","7"
"2964","G17003108060013","170318060013","69","7"
"2965","G17003108060014","170318060014","69","7"
"2966","G17003108060021","170318060021","67","6"
"2967","G17003108060022","170318060022","68","6"
"2968","G17003108060023","170318060023","67","6"
"2969","G17003108060024","170318060024","68","6"
"2970","G17003108060025","170318060025","69","7"
"2971","G17003108060041","170318060041","40","3"
"2972","G17003108060042","170318060042","41","3"
"2973","G17003108060043","170318060043","39","3"
"2974","G17003108060044","170318060044","44","4"
"2975","G17003108060051","170318060051","43","3"
"2976","G17003108060052","170318060052","58","5"
"2977","G17003108060061","170318060061","58","5"
"2978","G17003108060062","170318060062","51","4"
"2979","G17003108060063","170318060063","39","3"
"2980","G17003108060064","170318060064","51","4"
"2981","G17003108061021","170318061021","37","3"
"2982","G17003108061022","170318061022","34","2"
"2983","G17003108061023","170318061023","36","3"
"2984","G17003108061031","170318061031","34","2"
"2985","G17003108061032","170318061032","34","2"
"2986","G17003108061033","170318061033","30","2"
"2987","G17003108061034","170318061034","36","3"
"2988","G17003108061041","170318061041","57","5"
"2989","G17003108061042","170318061042","57","5"
"2990","G17003108061043","170318061043","57","5"
"2991","G17003108062011","170318062011","50","4"
"2992","G17003108062012","170318062012","61","6"
"2993","G17003108062021","170318062021","58","5"
"2994","G17003108062022","170318062022","54","5"
"2995","G17003108062023","170318062023","52","5"
"2996","G17003108063001","170318063001","38","3"
"2997","G17003108063002","170318063002","33","2"
"2998","G17003108063003","170318063003","36","3"
"2999","G17003108063004","170318063004","43","3"
"3000","G17003108063005","170318063005","36","3"
"3001","G17003108063006","170318063006","42","3"
"3002","G17003108064001","170318064001","36","3"
"3003","G17003108064002","170318064002","38","3"
"3004","G17003108065011","170318065011","41","3"
"3005","G17003108065012","170318065012","46","4"
"3006","G17003108065021","170318065021","50","4"
"3007","G17003108065022","170318065022","46","4"
"3008","G17003108065023","170318065023","49","4"
"3009","G17003108065024","170318065024","53","5"
"3010","G17003108066001","170318066001","35","3"
"3011","G17003108066002","170318066002","46","4"
"3012","G17003108067001","170318067001","32","2"
"3013","G17003108067002","170318067002","13","1"
"3014","G17003108067003","170318067003","26","2"
"3015","G17003108067004","170318067004","28","2"
"3016","G17003108068011","170318068011","72","7"
"3017","G17003108068012","170318068012","40","3"
"3018","G17003108068013","170318068013","27","2"
"3019","G17003108068014","170318068014","37","3"
"3020","G17003108068021","170318068021","21","1"
"3021","G17003108068022","170318068022","56","5"
"3022","G17003108068023","170318068023","21","1"
"3023","G17003108069001","170318069001","36","3"
"3024","G17003108069002","170318069002","56","5"
"3025","G17003108069003","170318069003","37","3"
"3026","G17003108070001","170318070001","59","5"
"3027","G17003108070002","170318070002","62","6"
"3028","G17003108070003","170318070003","34","2"
"3029","G17003108070004","170318070004","47","4"
"3030","G17003108071001","170318071001","13","1"
"3031","G17003108071002","170318071002","22","1"
"3032","G17003108071003","170318071003","17","1"
"3033","G17003108072001","170318072001","22","1"
"3034","G17003108072002","170318072002","37","3"
"3035","G17003108072003","170318072003","36","3"
"3036","G17003108072004","170318072004","37","3"
"3037","G17003108072005","170318072005","25","2"
"3038","G17003108073001","170318073001","57","5"
"3039","G17003108073002","170318073002","45","4"
"3040","G17003108073003","170318073003","47","4"
"3041","G17003108073004","170318073004","41","3"
"3042","G17003108073005","170318073005","37","3"
"3043","G17003108074001","170318074001","38","3"
"3044","G17003108074002","170318074002","24","2"
"3045","G17003108074003","170318074003","60","5"
"3046","G17003108074004","170318074004","34","2"
"3047","G17003108074005","170318074005","33","2"
"3048","G17003108075001","170318075001","28","2"
"3049","G17003108075002","170318075002","28","2"
"3050","G17003108075003","170318075003","31","2"
"3051","G17003108076001","170318076001","41","3"
"3052","G17003108076002","170318076002","32","2"
"3053","G17003108076003","170318076003","34","2"
"3054","G17003108076004","170318076004","31","2"
"3055","G17003108076005","170318076005","35","3"
"3056","G17003108077001","170318077001","50","4"
"3057","G17003108077002","170318077002","43","3"
"3058","G17003108077003","170318077003","48","4"
"3059","G17003108077004","170318077004","44","4"
"3060","G17003108078001","170318078001","17","1"
"3061","G17003108078002","170318078002","26","2"
"3062","G17003108079001","170318079001","25","2"
"3063","G17003108079002","170318079002","19","1"
"3064","G17003108079003","170318079003","11","1"
"3065","G17003108080011","170318080011","25","2"
"3066","G17003108080012","170318080012","28","2"
"3067","G17003108080013","170318080013","22","1"
"3068","G17003108080021","170318080021","29","2"
"3069","G17003108080022","170318080022","32","2"
"3070","G17003108080023","170318080023","30","2"
"3071","G17003108080024","170318080024","28","2"
"3072","G17003108081001","170318081001","47","4"
"3073","G17003108081002","170318081002","53","5"
"3074","G17003108082001","170318082001","38","3"
"3075","G17003108082002","170318082002","33","2"
"3076","G17003108082003","170318082003","50","4"
"3077","G17003108083011","170318083011","46","4"
"3078","G17003108083012","170318083012","39","3"
"3079","G17003108083013","170318083013","35","3"
"3080","G17003108083014","170318083014","41","3"
"3081","G17003108083021","170318083021","37","3"
"3082","G17003108083022","170318083022","55","5"
"3083","G17003108083023","170318083023","33","2"
"3084","G17003108084001","170318084001","26","2"
"3085","G17003108084002","170318084002","26","2"
"3086","G17003108084003","170318084003","30","2"
"3087","G17003108085001","170318085001","26","2"
"3088","G17003108085002","170318085002","27","2"
"3089","G17003108085003","170318085003","28","2"
"3090","G17003108085004","170318085004","32","2"
"3091","G17003108086001","170318086001","4","1"
"3092","G17003108086002","170318086002","15","1"
"3093","G17003108087021","170318087021","GQ","GQ"
"3094","G17003108087022","170318087022","GQ","GQ"
"3095","G17003108087023","170318087023","GQ","GQ"
"3096","G17003108088001","170318088001","11","1"
"3097","G17003108088002","170318088002","5","1"
"3098","G17003108089001","170318089001","12","1"
"3099","G17003108089002","170318089002","9","1"
"3100","G17003108089003","170318089003","14","1"
"3101","G17003108090001","170318090001","6","1"
"3102","G17003108090002","170318090002","5","1"
"3103","G17003108090003","170318090003","GQ","GQ"
"3104","G17003108090004","170318090004","13","1"
"3105","G17003108091001","170318091001","22","1"
"3106","G17003108091002","170318091002","10","1"
"3107","G17003108091003","170318091003","15","1"
"3108","G17003108092001","170318092001","51","4"
"3109","G17003108092002","170318092002","51","4"
"3110","G17003108092003","170318092003","51","4"
"3111","G17003108092004","170318092004","51","4"
"3112","G17003108093001","170318093001","14","1"
"3113","G17003108093002","170318093002","42","3"
"3114","G17003108093003","170318093003","17","1"
"3115","G17003108094011","170318094011","20","1"
"3116","G17003108094012","170318094012","40","3"
"3117","G17003108094021","170318094021","37","3"
"3118","G17003108094022","170318094022","41","3"
"3119","G17003108095001","170318095001","19","1"
"3120","G17003108095002","170318095002","20","1"
"3121","G17003108095003","170318095003","13","1"
"3122","G17003108096001","170318096001","16","1"
"3123","G17003108096002","170318096002","37","3"
"3124","G17003108096003","170318096003","23","2"
"3125","G17003108097001","170318097001","20","1"
"3126","G17003108097002","170318097002","27","2"
"3127","G17003108097003","170318097003","33","2"
"3128","G17003108098001","170318098001","48","4"
"3129","G17003108098002","170318098002","11","1"
"3130","G17003108099001","170318099001","9","1"
"3131","G17003108099002","170318099002","29","2"
"3132","G17003108100001","170318100001","36","3"
"3133","G17003108100002","170318100002","32","2"
"3134","G17003108100003","170318100003","42","3"
