GEO_ID,Census Tract Name,% population (25+) with <9 years of education,% population (25+) with at least a high school diploma,Unemployment rate (civilian labor force 16+),% families below the poverty level,median home value,median gross rent,Median Family Income,% population below 150% of the poverty threshold,median monthly mortgage,% single-parent households with children < 18,% owner-occupied housing units,% occupied housing units without complete plumbing,% households without a motor vehicle,% households without a telephone,% households with >1 person per room,% employed persons (16+) in white-collar occupations,log ratio low-to-high income,Area Deprivation Index (ADI),census_tract,Tree_Canopy,Affordable_Housing,Parks,Transit_Stop,Bike_Miles,Wifi_Hotspots,School_Density,Library_Count,Small_Business,Food_Access,Tract_Area_SqMi,Population
1400000US17031161300,Census Tract 1613; Cook County; Illinois,86,2477,6.4,16.7,443600.0,1254.0,59353.0,19.9,2906.0,,35.3,0.0,28.2,1.2,2.4,42.7,-0.226,103.57934787940503,17031161300,23.96739932309635,40.0103,64.3481,41.036,5.7654,5.2056,20.518,2.565,127.4686,17.4404,0.1921,3899
1400000US17031170100,Census Tract 1701; Cook County; Illinois,78,1618,1.4,15.6,263600.0,2250.0,51944.0,21.3,1653.0,,88.3,0.0,12.4,0.8,1.1,47.9,-0.037,98.3364667936812,17031170100,15.65176347703193,64.4051,87.9046,122.911,1.0281,5.1046,9.833,9.833,99.3117,12.7827,0.3918,2034
1400000US17031170200,Census Tract 1702; Cook County; Illinois,89,2273,1.1,1.6,332600.0,1430.0,110602.0,4.6,2243.0,,85.3,0.0,7.5,1.0,8.2,54.3,0.078,88.83180031031917,17031170200,22.4393682431174,0.5247,36.5302,44.596,0.0,7.9208,15.74,5.247,53.5152,2.361,0.2525,3812
1400000US17031170300,Census Tract 1703; Cook County; Illinois,251,2985,3.9,2.7,357900.0,1411.0,82203.0,5.9,2411.0,,74.3,0.0,5.2,0.8,3.8,43.9,-0.08,91.60566416473029,17031170300,20.75116978225695,25.115,79.978,42.178,0.4793,5.5566,9.586,5.752,51.5721,6.135,0.5399,5216
1400000US17031170400,Census Tract 1704; Cook County; Illinois,222,2579,6.2,4.5,343500.0,1188.0,110800.0,8.6,1923.0,,94.6,0.0,8.8,1.4,1.9,57.6,0.067,91.72279995516683,17031170400,20.685604156560363,0.0,24.5741,28.979,0.0,3.3613,4.83,2.415,57.474,12.3159,0.2975,4141
1400000US17031170500,Census Tract 1705; Cook County; Illinois,158,3262,5.2,2.7,350100.0,1478.0,85250.0,8.7,2376.0,,74.1,1.3,3.0,0.0,0.0,51.3,-0.175,88.48994400684042,17031170500,22.9674588942729,0.0,23.3722,31.979,2.5327,1.6844,3.762,1.881,20.8804,2.2573,0.5937,5316
1400000US17031170600,Census Tract 1706; Cook County; Illinois,100,1604,8.1,13.5,338900.0,1488.0,81004.0,16.3,2205.0,,87.6,0.0,4.9,0.0,1.3,45.7,-0.014,97.54502494332748,17031170600,24.324306043819107,0.0,62.9871,27.44,3.0907,0.0,3.92,3.92,21.1682,0.0,0.2203,2551
1400000US17031170700,Census Tract 1707; Cook County; Illinois,58,2108,3.4,1.7,412400.0,1352.0,90611.0,8.4,2314.0,,78.6,2.4,3.5,0.0,3.9,44.7,0.282,92.38276059330052,17031170700,20.46568861006055,0.0,62.2804,26.076,0.0,4.4883,6.519,3.259,40.0913,5.5411,0.2228,3068
1400000US17031170800,Census Tract 1708; Cook County; Illinois,250,2587,8.4,7.5,353500.0,1184.0,80446.0,8.8,2262.0,,81.0,0.0,10.6,0.0,1.7,47.8,-0.119,95.98084721173296,17031170800,21.57951667249069,1.3161,0.0,31.587,0.0,3.5474,2.632,2.632,65.0171,9.7394,0.2819,3799
1400000US17031170900,Census Tract 1709; Cook County; Illinois,88,1211,16.7,19.1,299400.0,1552.0,64202.0,25.1,2275.0,,63.9,3.1,8.7,3.1,10.8,47.0,-0.09,115.1978394056638,17031170900,22.376652951003656,3.0084,0.0,36.101,0.0,8.071,6.017,6.017,33.0927,3.6101,0.1239,1662
1400000US17031171000,Census Tract 1710; Cook County; Illinois,220,4520,7.3,7.1,373500.0,993.0,86597.0,9.1,2320.0,,76.9,0.8,7.3,3.0,0.0,46.8,-0.034,94.39026661201092,17031171000,22.87346807774627,1.3674,43.0822,31.451,0.0,3.7154,9.572,4.102,62.6282,9.572,0.5383,7313
1400000US17031171100,Census Tract 1711; Cook County; Illinois,344,2118,1.1,10.3,353400.0,1409.0,95781.0,13.5,2405.0,,70.1,6.8,4.5,1.7,7.8,48.4,0.094,100.92942709807868,17031171100,19.473298651273687,0.0,0.0,33.058,0.0,3.8971,16.529,4.723,47.9339,6.1393,0.2566,4235
1400000US17031180100,Census Tract 1801; Cook County; Illinois,401,4230,3.5,17.5,345800.0,1531.0,86632.0,18.6,2213.0,,68.5,3.1,3.2,0.0,5.6,45.8,-0.01,99.69691275695084,17031180100,22.23960128281108,1.8029,21.3789,27.043,0.0,2.4284,4.507,4.507,39.6635,4.9579,0.4118,6656
1400000US17031190100,Census Tract 1901; Cook County; Illinois,260,1214,9.3,5.1,347600.0,1067.0,56713.0,20.4,2150.0,,25.2,0.0,27.5,2.1,7.3,39.9,-0.367,113.34458156396124,17031190100,18.671223896722548,114.8387,48.5076,38.71,0.0,16.3399,21.505,4.301,127.7419,23.2258,0.1224,2325
1400000US17031190200,Census Tract 1902; Cook County; Illinois,542,2919,8.2,7.6,358100.0,1370.0,80380.0,21.6,2525.0,,52.0,0.0,11.9,1.0,4.1,38.2,-0.024,103.51596242473714,17031190200,21.07142176384433,64.7558,13.2331,24.77,0.0,11.7693,8.846,1.769,52.9016,5.3079,0.2549,5652
1400000US17031190300,Census Tract 1903; Cook County; Illinois,722,3023,4.9,10.9,350200.0,1142.0,78750.0,18.8,2352.0,,49.5,0.0,19.1,1.9,6.5,42.2,0.135,108.06266608443556,17031190300,18.64283484839178,29.8013,12.7768,19.17,0.0,11.7647,10.457,1.743,98.4664,16.0335,0.255,5738
1400000US17031190401,Census Tract 1904.01; Cook County; Illinois,328,2228,5.4,16.0,394700.0,1175.0,115000.0,20.8,2176.0,,80.4,0.0,5.9,0.0,4.5,37.0,0.296,101.35158785213402,17031190401,16.722108324072686,1.1561,0.0,41.618,0.0,3.951,16.185,4.624,63.815,8.3237,0.2531,4325
1400000US17031190402,Census Tract 1904.02; Cook County; Illinois,572,2153,5.1,3.9,317600.0,1229.0,63140.0,11.1,1912.0,,50.0,0.0,13.2,1.6,4.4,38.1,0.103,106.6005449023996,17031190402,18.11904686322185,19.0782,0.0,30.223,0.0,7.9208,15.111,3.778,83.3019,13.7892,0.2525,5294
1400000US17031190601,Census Tract 1906.01; Cook County; Illinois,771,1687,8.4,8.8,321500.0,1030.0,77316.0,20.6,2113.0,,72.6,0.0,1.8,0.0,10.6,35.0,-0.041,111.22128995349064,17031190601,24.808470369269465,22.5924,213.5651,43.359,1.7067,3.7272,15.974,4.564,34.2309,5.0205,0.2683,4382
1400000US17031190602,Census Tract 1906.02; Cook County; Illinois,535,2799,5.3,15.0,296700.0,1335.0,82232.0,23.4,2096.0,,61.5,1.2,8.7,1.6,9.1,37.5,0.131,110.19242223050126,17031190602,20.36725325361364,34.7713,65.2551,26.032,0.6059,8.4034,22.313,5.578,44.6263,10.2269,0.238,5378
1400000US17031190701,Census Tract 1907.01; Cook County; Illinois,205,1380,2.4,5.1,333000.0,1265.0,68810.0,15.2,2337.0,,46.8,0.0,13.1,1.2,2.2,42.0,-0.042,101.13949280235552,17031190701,21.01970914143548,33.9838,30.941,20.188,0.0,9.4967,23.553,3.365,64.603,9.0848,0.1053,2972
1400000US17031190702,Census Tract 1907.02; Cook County; Illinois,835,1801,9.0,18.7,335500.0,1223.0,62813.0,24.7,2008.0,,46.5,0.0,21.9,1.7,11.3,29.0,0.081,122.08679575857684,17031190702,23.13735499403116,20.3958,61.5885,10.097,0.0,13.3333,16.155,2.019,50.6866,11.3086,0.15,4952
1400000US17031190800,Census Tract 1908; Cook County; Illinois,1025,2926,4.7,11.7,355900.0,1082.0,52880.0,32.7,2498.0,,48.5,0.0,13.7,0.0,9.7,31.3,-0.124,115.84290336823976,17031190800,19.04747113982358,39.5257,39.7335,17.567,0.0,11.7509,13.175,1.464,75.0988,7.7587,0.2553,6831
1400000US17031190900,Census Tract 1909; Cook County; Illinois,121,962,2.4,1.8,351100.0,968.0,77778.0,10.2,1853.0,,44.0,0.0,12.0,8.1,3.2,50.1,0.22,105.39077729518496,17031190900,20.92182398248468,137.5195,114.9768,31.136,0.0,8.2305,20.758,5.189,72.6518,14.5304,0.1215,1927
1400000US17031191000,Census Tract 1910; Cook County; Illinois,335,996,7.5,9.8,299000.0,1153.0,58182.0,25.2,2269.0,,53.9,0.0,9.8,0.0,6.1,29.9,0.107,112.59157443121478,17031191000,16.44994264265187,67.7126,27.5913,45.417,0.0,11.919,12.386,4.129,85.0537,7.4319,0.1678,2422
1400000US17031191100,Census Tract 1911; Cook County; Illinois,960,2601,5.4,17.1,325800.0,1283.0,51958.0,28.3,2061.0,,39.4,0.0,14.6,0.0,5.1,47.2,-0.028,114.55116358380911,17031191100,21.77856879606662,13.5404,22.0498,30.532,1.6379,6.2972,7.965,2.655,76.7291,8.8942,0.3176,7533
1400000US17031191200,Census Tract 1912; Cook County; Illinois,576,1255,3.6,28.2,259500.0,1411.0,51449.0,39.7,2109.0,,37.5,0.0,14.1,2.5,11.7,25.5,-0.21,125.7732938645463,17031191200,13.967066028771727,30.1837,25.0085,55.118,3.8269,7.3287,23.622,2.625,46.4567,5.7743,0.2729,3810
1400000US17031191301,Census Tract 1913.01; Cook County; Illinois,717,2242,1.6,6.5,297600.0,1385.0,69783.0,21.5,1634.0,,56.5,0.0,14.6,0.0,6.5,40.3,-0.063,107.8955498168988,17031191301,18.60631751922775,18.0284,283.3612,40.276,2.6347,0.0,11.507,5.754,60.9896,9.0142,0.2609,5214
1400000US17031191302,Census Tract 1913.02; Cook County; Illinois,870,1367,8.4,9.2,278900.0,1578.0,62146.0,31.3,2169.0,,55.0,0.0,22.6,0.0,15.0,25.2,-0.087,119.8313905775498,17031191302,17.810110873928142,17.4089,70.09,34.413,3.7143,8.2034,18.219,2.024,84.6154,8.7045,0.2438,4940
1400000US17031200100,Census Tract 2001; Cook County; Illinois,287,1904,7.1,14.5,325100.0,1267.0,81131.0,23.2,2095.0,,57.6,0.0,17.8,0.0,11.4,40.5,-0.109,110.16431093578514,17031200100,20.753100512994106,67.7513,58.4594,14.57,0.0,4.4326,16.999,2.428,48.5673,4.3711,0.2256,4118
1400000US17031200200,Census Tract 2002; Cook County; Illinois,681,2343,4.2,9.6,328900.0,1275.0,69335.0,25.2,2230.0,,46.2,0.0,13.4,0.0,6.5,44.3,-0.074,108.14016733669396,17031200200,20.15418527460109,32.7392,55.0459,25.184,0.7988,3.1606,13.561,1.937,70.1279,7.5552,0.3164,5162
1400000US17031200300,Census Tract 2003; Cook County; Illinois,114,1113,7.7,18.9,317600.0,1653.0,48977.0,24.0,2302.0,,31.7,0.0,4.0,0.0,3.5,38.8,0.015,109.34542959034746,17031200300,18.952043339249403,42.1836,47.7794,49.628,1.1115,20.6398,19.851,4.963,115.1365,11.9107,0.0969,2015
1400000US17031200401,Census Tract 2004.01; Cook County; Illinois,341,1384,5.4,11.6,325700.0,1155.0,69046.0,29.7,2250.0,,52.5,1.4,9.7,5.7,12.8,52.0,-0.213,113.9180381675248,17031200401,21.033957621305422,29.3882,29.6974,8.015,0.0,12.8287,13.358,2.672,25.6479,1.8702,0.1559,3743
1400000US17031200402,Census Tract 2004.02; Cook County; Illinois,345,2160,0.8,2.3,295100.0,1342.0,80784.0,15.2,2160.0,,49.1,0.0,1.6,0.0,6.4,37.3,-0.031,99.9672679135572,17031200402,21.05271615573509,49.8569,35.1809,21.469,0.0,13.4771,19.084,2.385,60.5916,8.3492,0.1484,4192
1400000US17031210100,Census Tract 2101; Cook County; Illinois,203,2855,2.5,4.7,465200.0,1817.0,115018.0,4.7,3011.0,,49.9,1.4,10.9,0.0,0.6,61.1,-0.259,80.66826084582586,17031210100,19.1332644740868,1.2297,93.3591,39.351,14.6589,3.0166,19.675,2.459,111.6576,13.0349,0.3315,4066
1400000US17031210400,Census Tract 2104; Cook County; Illinois,260,1616,8.6,23.0,361000.0,1492.0,71183.0,23.0,2676.0,,39.2,1.0,21.0,4.8,1.1,42.5,0.105,110.45265385370465,17031210400,17.066258076072437,53.5714,78.3536,30.907,2.8885,6.1538,34.341,0.0,61.4698,5.8379,0.1625,2912
1400000US17031210501,Census Tract 2105.01; Cook County; Illinois,174,1958,5.4,30.1,391600.0,1635.0,76379.0,35.4,2700.0,,33.8,0.0,19.8,0.0,1.1,45.8,-0.019,107.75353539494422,17031210501,21.48384237007477,19.9719,16.9769,39.381,7.8924,8.3963,22.504,0.0,81.294,11.5331,0.1191,3555
1400000US17031210502,Census Tract 2105.02; Cook County; Illinois,448,2567,5.0,24.5,479400.0,1506.0,78881.0,28.4,2931.0,,35.3,0.8,10.3,0.8,2.4,47.9,-0.212,103.1146420494304,17031210502,22.208510226766588,41.7175,66.8773,17.077,2.926,7.391,17.077,2.44,77.3359,8.0507,0.1353,4099
1400000US17031210601,Census Tract 2106.01; Cook County; Illinois,235,1558,12.0,6.1,489400.0,1594.0,84271.0,16.1,2803.0,,59.1,0.0,18.4,4.2,0.0,57.1,-0.161,95.40702612927826,17031210601,23.80561091623768,59.6246,11.7943,29.444,17.7768,19.1205,29.444,3.681,57.0482,7.3611,0.1046,2717
1400000US17031210602,Census Tract 2106.02; Cook County; Illinois,466,2162,7.2,15.2,441100.0,1660.0,87571.0,18.7,2356.0,,42.8,0.0,25.4,1.8,7.5,50.5,-0.078,104.35499089746,17031210602,20.510040669089708,66.297,9.6457,36.162,13.295,13.5227,16.876,2.411,94.9855,11.5718,0.1479,4148
1400000US17031210700,Census Tract 2107; Cook County; Illinois,82,2477,2.2,0.4,492600.0,1806.0,89196.0,0.4,3172.0,,44.1,0.0,17.8,1.3,2.0,53.5,0.009,82.93259375465112,17031210700,22.036717274972503,63.4758,31.4143,15.357,18.9728,10.3413,12.798,2.56,60.1485,11.2618,0.1934,3907
1400000US17031210800,Census Tract 2108; Cook County; Illinois,53,777,10.5,0.0,547100.0,1785.0,104701.0,4.3,3281.0,,29.9,4.3,12.1,0.0,0.0,53.3,-0.147,87.5080755987511,17031210800,18.66596908108035,226.1663,117.6388,50.71,34.017,16.2602,60.852,10.142,109.5335,8.1136,0.0615,986
1400000US17031210900,Census Tract 2109; Cook County; Illinois,173,2202,13.9,8.3,576800.0,1779.0,101288.0,18.8,3117.0,,48.1,0.8,17.1,0.0,0.0,67.8,-0.236,88.46314519974936,17031210900,19.399968472137683,67.8233,65.01,31.546,17.3116,4.5683,18.927,6.309,129.653,14.8265,0.2189,3170
1400000US17031220300,Census Tract 2203; Cook County; Illinois,41,1676,6.5,4.1,478100.0,2103.0,101875.0,5.6,2836.0,,34.0,0.0,12.3,0.3,0.5,66.3,-0.325,82.58574530327789,17031220300,27.874299205594777,120.5256,33.5903,31.717,12.4264,15.8856,22.655,4.531,59.3566,4.531,0.1259,2207
1400000US17031220400,Census Tract 2204; Cook County; Illinois,91,1872,4.1,4.9,766100.0,2073.0,126273.0,12.8,,,39.5,0.0,21.5,0.0,1.0,64.5,0.12,82.54894141277288,17031220400,29.30519534304591,146.5684,23.6625,38.775,13.4346,15.7233,23.265,3.877,98.4878,15.1221,0.1272,2579
1400000US17031220500,Census Tract 2205; Cook County; Illinois,73,2165,5.7,3.3,481000.0,2245.0,102552.0,16.4,2377.0,,37.2,0.0,26.9,0.0,1.7,63.3,-0.232,87.21319966745318,17031220500,27.79529729017308,161.0324,28.8564,29.08,15.566,14.9031,14.54,7.27,226.8266,21.8103,0.1342,2751
1400000US17031220601,Census Tract 2206.01; Cook County; Illinois,65,1247,1.9,0.0,648300.0,1781.0,134000.0,3.3,3516.0,,41.6,0.0,16.5,0.0,0.8,69.4,0.007,74.35301136869192,17031220601,27.190701670181816,277.6758,28.2699,42.813,8.6423,13.7363,24.465,12.232,91.1315,18.9602,0.0728,1635
1400000US17031220602,Census Tract 2206.02; Cook County; Illinois,152,3141,6.1,5.0,623000.0,1638.0,77650.0,5.0,2834.0,,23.5,0.2,49.9,0.0,5.4,60.2,-0.066,92.328571266866,17031220602,25.984475125042767,79.147,8.166,36.908,8.6531,5.7241,8.202,2.05,80.9924,10.4572,0.1747,4877
1400000US17031220701,Census Tract 2207.01; Cook County; Illinois,169,1875,6.4,4.5,496700.0,1681.0,77904.0,4.5,3133.0,,28.7,0.0,17.3,0.0,0.0,48.2,-0.334,89.08670621223658,17031220701,22.25231298149104,28.7671,66.3371,10.274,2.1442,0.0,13.699,3.425,58.5616,6.1644,0.1006,2920
1400000US17031220702,Census Tract 2207.02; Cook County; Illinois,183,2644,3.4,5.4,523800.0,1516.0,84167.0,22.7,3273.0,,33.5,0.7,16.7,0.7,5.0,60.7,-0.031,92.3063260741704,17031220702,19.69063880605233,47.3583,57.351,41.062,1.1273,4.4603,24.637,2.737,65.9732,5.7487,0.2242,3653
1400000US17031220901,Census Tract 2209.01; Cook County; Illinois,209,1853,8.8,7.5,522800.0,1670.0,96458.0,29.8,2273.0,,36.4,0.0,19.1,0.0,3.5,46.8,0.078,100.85530341672958,17031220901,20.803778141261866,149.156,59.5568,10.334,1.1988,8.8339,24.113,10.334,39.9587,3.1002,0.1132,2903
1400000US17031220902,Census Tract 2209.02; Cook County; Illinois,190,1772,3.7,13.6,493800.0,1431.0,82104.0,25.9,2741.0,,43.6,0.0,14.5,3.3,1.6,52.4,0.0,99.51586381390352,17031220902,22.06903755945715,43.2579,40.9158,20.277,0.0,7.837,23.657,10.139,76.0392,13.1801,0.1276,2959
1400000US17031221000,Census Tract 2210; Cook County; Illinois,78,1678,5.9,4.5,450700.0,1804.0,91914.0,22.4,2509.0,,22.8,0.0,20.5,1.5,2.0,45.8,0.085,97.87288887815464,17031221000,23.83598082152488,222.8618,20.9984,12.336,1.3325,11.7786,28.783,8.224,55.9211,11.5132,0.0849,2432
1400000US17031221100,Census Tract 2211; Cook County; Illinois,155,3281,3.7,21.3,382100.0,1539.0,104342.0,21.3,2543.0,,40.7,0.0,18.5,0.0,0.0,62.3,-0.193,94.61363120259988,17031221100,28.33319960465761,166.4414,56.8915,29.279,5.6879,17.6471,15.766,4.505,65.0901,5.8559,0.17,4440
1400000US17031221200,Census Tract 2212; Cook County; Illinois,21,2011,4.0,17.1,633300.0,1846.0,127795.0,18.3,2920.0,,42.3,0.0,21.6,0.0,0.7,71.5,-0.05,84.57132459031419,17031221200,32.055390375754165,231.2119,74.1298,16.926,12.4133,31.3725,20.311,6.77,44.6852,5.7549,0.1275,2954
1400000US17031221300,Census Tract 2213; Cook County; Illinois,161,1956,4.4,7.4,746900.0,1692.0,89158.0,9.6,,,27.0,1.2,28.7,4.4,0.6,59.0,-0.035,93.18447511611409,17031221300,25.22564972301845,199.5428,78.7705,29.393,9.4553,31.3725,19.595,9.798,119.8563,22.5343,0.1275,3062
1400000US17031221400,Census Tract 2214; Cook County; Illinois,118,2254,2.4,11.1,673900.0,2054.0,100565.0,12.9,3599.0,,30.3,0.0,31.4,0.0,0.5,63.4,-0.008,82.25106848853522,17031221400,21.81906131769072,147.4151,20.7648,41.359,10.3262,43.7318,20.679,8.863,99.5569,20.9749,0.1372,3385
1400000US17031221500,Census Tract 2215; Cook County; Illinois,131,2142,1.5,3.4,681000.0,1231.0,92193.0,3.4,3920.0,,35.3,0.0,31.7,1.4,0.7,55.6,0.042,83.73628224476354,17031221500,27.0034992316412,101.0657,68.5198,30.938,10.6943,8.4962,17.188,10.313,98.3156,15.813,0.1177,2909
1400000US17031221600,Census Tract 2216; Cook County; Illinois,68,2410,2.7,3.2,869000.0,1943.0,145625.0,5.7,,,46.7,0.1,19.1,0.0,0.8,69.6,-0.195,74.27916802284273,17031221600,29.98195192714596,83.2542,52.5575,12.662,10.3028,15.7978,15.828,6.331,104.4634,10.1298,0.1266,3159
1400000US17031222200,Census Tract 2222; Cook County; Illinois,8,1583,2.0,0.0,894700.0,2451.0,176711.0,0.0,3997.0,,47.2,0.0,19.3,0.0,0.0,70.3,0.042,59.43467067362759,17031222200,30.234951266164284,134.5083,94.3913,51.02,31.3803,33.6323,27.829,13.915,125.2319,17.6252,0.0892,2156
1400000US17031222500,Census Tract 2225; Cook County; Illinois,0,942,3.0,3.6,610600.0,1967.0,159468.0,6.2,2963.0,,54.9,0.0,15.5,0.0,0.0,72.4,0.08,74.2613894405933,17031222500,24.997036662731503,407.7739,72.9125,35.336,15.8269,96.6184,35.336,21.201,57.2438,12.0141,0.0621,1415
1400000US17031222600,Census Tract 2226; Cook County; Illinois,85,1075,7.8,4.4,485700.0,1678.0,97632.0,10.3,3452.0,,42.7,0.0,26.3,1.4,3.0,65.1,0.049,89.17179969695475,17031222600,30.910992916502884,347.7173,136.2339,12.508,27.9603,64.5161,31.27,12.508,63.7899,7.5047,0.062,1599
1400000US17031222700,Census Tract 2227; Cook County; Illinois,91,1216,3.5,17.6,414800.0,1660.0,88158.0,28.0,2684.0,,42.4,0.0,14.0,1.7,2.3,53.6,-0.049,99.91209479243396,17031222700,26.53088477006968,339.097,104.7152,33.622,25.2139,34.6021,33.622,9.606,73.0067,16.3305,0.0867,2082
1400000US17031222800,Census Tract 2228; Cook County; Illinois,39,616,6.5,9.8,599100.0,1474.0,73403.0,18.9,3690.0,,12.2,5.1,13.1,0.0,2.4,40.6,-0.05,99.19532995391212,17031222800,25.800579087801506,678.125,166.9404,10.417,23.6978,69.6056,52.083,31.25,67.7083,8.3333,0.0431,960
1400000US17031222900,Census Tract 2229; Cook County; Illinois,79,690,5.2,8.5,440000.0,1648.0,92386.0,9.9,2461.0,,43.2,0.0,14.6,0.0,6.1,52.2,-0.209,95.48743551050164,17031222900,18.330927325793617,658.4022,142.3632,27.548,6.6312,23.6128,64.279,27.548,103.7649,8.2645,0.0847,1089
1400000US17031230100,Census Tract 2301; Cook County; Illinois,108,983,5.4,28.5,684700.0,1464.0,84453.0,28.5,3285.0,,46.0,0.0,40.3,1.2,4.0,65.8,-0.168,100.09493228968314,17031230100,26.3034426134728,456.117,1131.5417,13.298,35.6157,108.1917,39.894,13.298,34.5745,1.3298,0.0647,1504
1400000US17031230200,Census Tract 2302; Cook County; Illinois,87,1220,2.4,10.0,486100.0,1427.0,96471.0,12.2,3112.0,,49.4,0.0,13.9,0.0,4.3,46.4,0.021,92.55563644905462,17031230200,22.51395531167661,368.5932,438.026,43.621,28.0458,36.4078,38.168,10.905,94.3293,14.7219,0.0824,1834
1400000US17031230300,Census Tract 2303; Cook County; Illinois,109,396,1.4,24.3,512800.0,1467.0,68229.0,24.3,2604.0,,34.8,2.4,9.9,0.0,14.6,42.3,-0.208,110.1943224070704,17031230300,25.85650588597976,696.6527,186.8215,10.46,29.81,48.5437,73.222,31.381,61.7155,3.1381,0.0412,956
1400000US17031230400,Census Tract 2304; Cook County; Illinois,209,1185,1.3,11.3,419600.0,1481.0,104050.0,27.9,2904.0,,56.3,0.0,7.4,0.0,12.7,62.4,0.167,98.12292336869604,17031230400,18.39912070937496,309.1723,61.3318,26.846,6.21,22.8833,58.166,8.949,77.4049,16.5548,0.1311,2235
1400000US17031230500,Census Tract 2305; Cook County; Illinois,205,1709,3.8,20.6,376100.0,988.0,48371.0,41.9,1898.0,,32.6,0.0,22.2,0.0,8.8,38.3,0.154,121.3468630559422,17031230500,14.891011846252116,71.0734,38.4361,40.948,0.0,9.7656,20.474,2.925,93.5946,14.0392,0.2048,3419
1400000US17031230600,Census Tract 2306; Cook County; Illinois,1175,3015,15.3,17.9,283900.0,1333.0,59351.0,34.2,1679.0,,33.5,0.0,34.7,0.0,16.1,38.7,0.014,130.44902599126465,17031230600,14.525698271524597,35.6462,22.8036,30.805,0.0,5.1295,14.669,2.934,76.72,9.535,0.3899,6817
1400000US17031230700,Census Tract 2307; Cook County; Illinois,444,2232,12.7,42.1,358900.0,1504.0,36820.0,46.5,2176.0,,49.4,0.0,33.1,1.8,3.9,42.9,-0.258,126.02636432067696,17031230700,21.8105414495715,115.7929,27.9189,35.381,1.2094,19.992,17.691,4.825,66.5809,10.7752,0.2501,6218
1400000US17031230800,Census Tract 2308; Cook County; Illinois,170,591,8.1,9.2,335700.0,1446.0,65648.0,24.0,2609.0,,77.7,0.0,10.6,3.9,0.0,50.5,0.186,102.37773153371243,17031230800,16.57036433993935,501.6207,32.682,24.311,4.7254,50.8259,48.622,24.311,69.6921,1.6207,0.0787,1234
1400000US17031230900,Census Tract 2309; Cook County; Illinois,396,3191,12.1,26.4,455300.0,1616.0,71224.0,26.4,2226.0,,33.9,0.0,22.2,1.5,1.5,48.6,-0.04,109.18107503917736,17031230900,22.580350046072912,128.073,628.1333,21.808,8.4383,17.2117,11.895,3.965,48.9691,9.318,0.1743,5044
1400000US17031231100,Census Tract 2311; Cook County; Illinois,97,686,4.6,10.6,293100.0,1284.0,60859.0,16.2,2186.0,,66.7,0.0,20.8,0.0,1.6,52.7,0.082,102.87258751456176,17031231100,20.122467810174115,533.7727,10.3764,41.186,7.1155,86.7052,57.661,16.474,54.3657,11.5321,0.0692,1214
1400000US17031231200,Census Tract 2312; Cook County; Illinois,288,3176,14.9,43.4,230100.0,1541.0,40122.0,51.7,1837.0,,43.9,0.0,23.4,0.0,5.4,40.3,-0.028,129.19513869753683,17031231200,28.33307323992802,96.9413,28.6346,20.057,0.9852,15.7791,20.057,5.014,69.3632,16.5469,0.2535,5983
1400000US17031231500,Census Tract 2315; Cook County; Illinois,424,2651,11.8,20.1,307300.0,1084.0,30637.0,41.3,2219.0,,24.7,0.0,41.6,0.0,5.7,44.7,-0.074,124.38537825362036,17031231500,29.19479522129418,272.8559,122.3922,24.757,4.93,12.9601,24.757,3.537,51.8126,12.0248,0.3858,5655
1400000US17031240200,Census Tract 2402; Cook County; Illinois,142,1365,1.7,1.9,788500.0,1695.0,168862.0,1.9,3866.0,,69.1,0.0,19.6,0.9,0.0,67.6,0.147,67.90308659297949,17031240200,32.45067187637332,89.3316,143.2315,25.707,22.3169,46.8019,32.134,12.853,92.545,10.9254,0.0641,1556
1400000US17031240300,Census Tract 2403; Cook County; Illinois,13,976,0.7,2.4,903800.0,2224.0,171528.0,2.4,,,52.9,0.0,19.9,1.0,0.0,70.2,0.024,70.11631384457165,17031240300,32.142932624814605,87.3715,216.9685,14.684,26.1062,46.6563,51.395,7.342,210.7195,35.9765,0.0643,1362
1400000US17031240500,Census Tract 2405; Cook County; Illinois,1,2019,3.1,0.0,545600.0,2826.0,184580.0,0.0,3109.0,,65.4,0.0,10.6,0.0,0.8,73.0,-0.652,60.41840774549397,17031240500,30.53031387237747,126.4368,144.1069,38.314,31.9553,55.0661,34.483,7.663,98.8506,9.9617,0.0908,2610
1400000US17031240600,Census Tract 2406; Cook County; Illinois,0,1203,1.3,6.3,602600.0,2344.0,170625.0,6.3,3480.0,,54.7,0.0,17.3,0.0,0.0,61.6,-0.023,70.37762008201416,17031240600,24.721067344176483,195.4332,87.6735,20.148,35.1492,93.8967,47.011,20.148,75.2183,6.7159,0.0639,1489
1400000US17031240700,Census Tract 2407; Cook County; Illinois,62,1038,1.3,7.8,581300.0,1597.0,95921.0,7.8,3200.0,,30.6,0.0,31.3,0.0,3.2,60.5,0.094,88.94861441242058,17031240700,25.40382534234999,194.1294,529.1349,26.684,30.7802,109.0343,33.356,20.013,51.3676,4.0027,0.0642,1499
1400000US17031240800,Census Tract 2408; Cook County; Illinois,26,1086,3.4,6.3,663900.0,1543.0,79643.0,24.4,3371.0,,30.1,0.0,22.4,0.0,0.0,62.0,-0.093,89.50791577242042,17031240800,25.87208613777394,293.4203,1095.4666,17.783,30.9555,109.375,29.638,17.783,57.4985,8.2988,0.064,1687
